word,sentiment,intensity,valence
繁乱,Disgust,3,-1
犯规,Disgust,3,-1
饭囊,Disgust,7,-1
仿冒,Disgust,1,-1
非笑,Disgust,5,-1
匪患,Fear,5,-1
分肥,Disgust,1,0
疯话,Disgust,3,-1
浮华,Disgust,1,-1
负屈,SadDisgustss,5,-1
干涉,Disgust,3,-1
公敌,Disgust,9,-1
构陷,Disgust,5,-1
蛊惑,Disgust,7,-1
惯偷,Disgust,5,-1
淳风,Awe,5,1
慈慧,Awe,5,1
辞宗,Awe,5,1
葱茂,Awe,3,1
粹聚,Awe,1,1
存抚,Awe,1,0
答谢,Awe,1,1
大道,Awe,3,1
大儒,Awe,7,1
黛绿,Awe,1,0
淡远,Awe,5,1
鬼物,Disgust,5,-1
得劲,Joy,1,0
得宜,Awe,5,1
底蕴,Awe,1,1
叠翠,Awe,1,1
鼎新,Awe,3,1
汗颜,Fear,5,-1
横加,Disgust,3,-1
后患,Disgust,1,-1
胡诌,Disgust,1,-1
坏水,Disgust,3,-1
谎报,Disgust,3,-1
毁损,Disgust,3,-1
秽语,Disgust,5,-1
混事,Disgust,1,-1
惑乱,Disgust,5,-1
挤轧,Disgust,5,-1
假球,Disgust,1,-1
奸细,Disgust,5,-1
搅局,Disgust,3,-1
进谗,Disgust,3,-1
酒鬼,Disgust,3,-1
阔少,Disgust,1,0
谰言,Disgust,1,-1
科盲,Disgust,1,-1
空话,Disgust,1,-1
懂门儿,Awe,5,1
酷吏,Disgust,5,-1
洞晓,Awe,1,1
诳语,Disgust,1,-1
愦乱,Disgust,5,-1
督率,Awe,1,1
端凝,Awe,5,1
墩请,Awe,3,1
夺金,Joy,5,0
恩德,Awe,3,1
发财,Joy,5,0
发祥地,Awe,1,1
繁密,Awe,1,0
芳菲,Awe,3,1
芳姿,Awe,3,1
飞驰,Joy,1,0
肥腴,Awe,3,1
奋力,Awe,5,1
丰沛,Joy,1,0
丰腴,Awe,3,1
风节,Awe,5,1
扶疏,Awe,3,1
改观,Joy,3,1
刚韧,Awe,5,1
高矗,Awe,3,1
高旷,Awe,3,1
捞本,Disgust,1,0
勒派,Disgust,5,-1
冷眼,Disgust,3,-1
连累,Disgust,5,-1
凌侮,Disgust,5,-1
流离,Disgust,5,0
漏卮,Disgust,5,-1
乱离,Disgust,5,-1
沦落,Disgust,7,-1
落魄,Disgust,5,-1
埋没,Disgust,3,-1
猫腻,Disgust,1,-1
没羞,Disgust,3,-1
闷棍,Disgust,1,-1
靡靡,Disgust,3,-1
明抢,Disgust,5,-1
魔爪,Disgust,5,-1
告准,Awe,1,1
根治,Awe,1,1
工巧,Awe,5,1
攻取,Awe,1,1
功效,Awe,3,1
公论,Awe,9,1
拱立,Awe,5,1
广博,Awe,9,1
闹鬼,Fear,3,-1
归心,Awe,7,1
逆产,Disgust,3,-1
捏弄,Disgust,5,-1
弄权,Disgust,5,-1
虐政,Disgust,7,-1
攀附,Disgust,5,-1
叛逃,Disgust,7,-1
捍卫,Awe,3,1
豪语,Awe,7,1
喷粪,Disgust,5,-1
皮脸,Disgust,5,-1
偏安,Disgust,5,-1
剽窃,Disgust,5,-1
叵测,Disgust,5,-1
欺辱,Disgust,5,-1
启衅,Disgust,5,-1
前科,Disgust,3,-1
歉收,Disgust,3,-1
强占,Disgust,5,-1
浩博,Awe,9,1
合身,Awe,1,1
喝彩,Awe,7,1
贺年,Joy,7,1
红包,Joy,1,0
红润,Awe,1,1
红炉,Awe,1,0
宏丽,Awe,3,1
厚望,Awe,1,1
欢度,Joy,3,1
欢慰,Joy,3,1
挥戈,Awe,5,1
回春,Awe,9,1
惠然,Joy,5,1
活分,Awe,1,1
获得,Joy,3,1
跻身,Awe,5,1
机锋,Awe,9,1
大吉大利,Joy,7,1
集大成,Awe,9,1
侵权,Disgust,5,-1
求乞,Disgust,5,0
趋奉,Disgust,5,-1
权势,Disgust,5,-1
肉欲,Disgust,3,-1
丧命,SadDisgustss,1,0
塞责,Disgust,3,-1
伤害,SadDisgustss,3,-1
折本,Disgust,5,-1
生番,Disgust,3,-1
失当,Disgust,3,-1
失事,Disgust,5,-1
施暴,Disgust,7,-1
受贿,Disgust,5,-1
受辱,Disgust,5,-1
衰替,SadDisgustss,3,-1
私仇,Disgust,1,0
死地,Disgust,5,-1
损人,Disgust,5,-1
贪官,Disgust,5,-1
逃避,Disgust,5,-1
套汇,Disgust,5,-1
跳梁,Disgust,5,-1
偷安,Disgust,5,-1
投敌,Disgust,7,-1
土豪,Disgust,5,-1
退缩,Disgust,5,-1
歪风,Disgust,5,-1
顽钝,Disgust,5,-1
妄取,Disgust,5,-1
威迫,Disgust,5,-1
违规,Disgust,5,-1
窝赃,Disgust,7,-1
芜劣,Disgust,5,-1
西崽,Disgust,3,-1
瑕玷,Disgust,3,-1
纤弱,Disgust,5,-1
险症,Fear,5,-1
萧然,Disgust,3,-1
效尤,Disgust,7,-1
邪门,Disgust,5,-1
泄露,Disgust,5,-1
凶毒,Disgust,3,-1
凶气,Disgust,5,-1
凶兆,Fear,5,-1
虚华,Disgust,5,-1
虚饰,Disgust,5,-1
蓄意,Disgust,7,-1
炫弄,Disgust,5,-1
延误,Disgust,5,-1
夭逝,SadDisgustss,5,0
妖言,Disgust,5,-1
遗弃,Disgust,5,-1
役使,Disgust,5,-1
阴霾,Disgust,7,-1
淫棍,Disgust,5,-1
淫雨,Disgust,5,-1
应声虫,Disgust,5,-1
幽暗,Disgust,3,-1
诱使,Disgust,5,-1
迂论,Disgust,5,-1
愚氓,Disgust,5,-1
郁气,Disgust,5,-1
冤苦,Disgust,5,-1
切近,Awe,1,1
亲和,Awe,7,1
怨詈,Disgust,5,-1
钦服,Awe,3,1
勤朴,Awe,5,1
清贵,Awe,5,1
灾害,SadDisgustss,5,-1
急转直下,Awe,5,1
心潮澎湃,Joy,5,1
展望,Awe,1,0
骚动,Disgust,5,-1
大意,Disgust,5,-1
菲菲,Awe,1,1
古雅,Awe,5,1
忽忽不乐,Disgust,7,0
开门见山,Awe,1,1
成事,Awe,5,0
正经,Awe,5,1
充盈,Joy,3,1
稀松,Disgust,3,-1
气派,Awe,7,1
尖酸刻薄,Disgust,5,-1
悠扬,Awe,7,1
无所作为,Disgust,7,-1
依然故我,Disgust,1,0
急切,Fear,3,0
适口,Awe,3,1
闷气,Disgust,7,0
贫气,Disgust,3,-1
把戏,Disgust,5,-1
骨肉相连,Awe,1,0
指日可待,Awe,5,0
一针见血,Awe,5,1
讲理,Awe,1,1
熙熙攘攘,Awe,1,0
祝福,Awe,9,0
大好,Joy,7,1
错乱,Disgust,7,-1
难看,Disgust,5,-1
说一不二,Awe,7,1
言而有信,Awe,7,1
屹立,Awe,3,1
肮脏,Disgust,9,-1
和和气气,Awe,5,1
差错,Disgust,1,0
破绽,Disgust,1,0
阻碍,Disgust,3,0
失败,Disgust,3,0
美妙,Awe,7,1
夸耀,Disgust,3,-1
朴素,Awe,3,1
万念俱灰,SadDisgustss,9,0
破败,SadDisgustss,3,-1
红眼,Disgust,9,-1
反省,SadDisgustss,1,0
乱糟糟,Disgust,5,-1
龌龊,Disgust,9,-1
意气,Awe,5,1
尴尬,Disgust,9,0
不甘示弱,AFearry,3,0
灿烂,Awe,5,1
严密,Awe,3,1
公道,Awe,9,1
猥琐,Disgust,9,-1
痴情,Awe,9,0
爱好,Awe,5,0
拖泥带水,Disgust,5,-1
诡谲,Disgust,7,-1
癫狂,Disgust,1,0
上下其手,Disgust,9,-1
刺眼,Disgust,1,-1
浅尝辄止,Disgust,3,-1
不值一提,Disgust,3,-1
老实,Awe,3,1
荒唐,Disgust,9,-1
不错,Awe,3,1
大言不惭,Disgust,7,-1
寒碜,AFearry,3,-1
稳便,Awe,1,1
搅乱,Disgust,1,0
开豁,Joy,5,0
多余,Disgust,3,-1
亮堂,Awe,5,1
兴奋,Joy,5,0
说长道短,Disgust,5,-1
丰富,Awe,5,1
根本,Awe,1,0
明媚,Awe,5,1
了不起,Awe,7,1
娓娓动听,Awe,9,1
瞻仰,Awe,7,0
私通,Disgust,7,-1
侵占,Disgust,5,-1
安静,Awe,1,0
狭小,Disgust,3,-1
失意,SadDisgustss,5,0
活泼,Awe,3,1
柔嫩,Awe,5,1
青天,Awe,9,1
不是味儿,SadDisgustss,5,0
失礼,Disgust,3,-1
恬淡,Joy,9,1
优哉游哉,Joy,9,1
中肯,Awe,5,1
皇皇,Awe,5,1
缺乏,Disgust,3,-1
鬼魔,Disgust,9,-1
相信,Awe,7,1
馋涎欲滴,Disgust,3,-1
翻然悔悟,Awe,3,1
标榜,Disgust,5,-1
尊重,Awe,5,1
险恶,Disgust,7,-1
治世,Awe,7,1
生气勃勃,Awe,5,1
低下,Disgust,7,-1
勉强,Disgust,5,0
荒疏,Disgust,7,-1
若隐若现,Disgust,1,0
气焰,Disgust,7,-1
一目十行,Awe,3,1
好手,Awe,9,1
不共戴天,Disgust,9,0
先锋,Awe,5,1
声泪俱下,SadDisgustss,9,0
稳健,Awe,5,1
存心,Disgust,3,-1
颓败,Disgust,5,-1
零落,SadDisgustss,7,-1
生疏,Disgust,3,-1
哀号,SadDisgustss,9,0
微不足道,Disgust,5,-1
亲信,Awe,3,0
飞将军,Awe,7,1
平安,Joy,7,0
冲撞,Disgust,1,-1
木雕泥塑,Disgust,5,-1
郁郁,Disgust,3,-1
妖艳,Disgust,5,-1
上进,Awe,5,1
粗劣,Disgust,5,-1
软绵绵,Disgust,3,0
擢用,Awe,1,1
光天化日,Awe,5,1
精练,Awe,3,1
真情,Awe,7,1
深刻,Awe,3,1
奴才,Disgust,3,-1
赏心悦目,Awe,7,1
文不加点,Awe,9,1
和缓,Joy,7,0
助人为乐,Awe,5,1
扶掖,Awe,3,1
祸根,Disgust,5,-1
美味,Awe,5,1
开心,Joy,5,1
万死不辞,Awe,1,0
侵害,Disgust,5,-1
优质,Awe,3,1
英雄,Awe,7,1
败坏,Disgust,5,-1
正规,Awe,3,1
粗豪,Awe,3,1
松松垮垮,Disgust,7,-1
虚应故事,Disgust,5,-1
神魂颠倒,Disgust,3,-1
巩固,Disgust,7,-1
超人,Awe,3,1
展望,Joy,3,0
娇滴滴,Disgust,7,-1
好笑,Disgust,5,-1
夫子,Disgust,3,-1
旁若无人,Disgust,3,-1
对劲,Awe,5,0
手下留情,Awe,1,0
癫狂,Disgust,3,-1
鸡飞蛋打,Disgust,7,-1
骇然,Surprise,7,0
带劲,Joy,3,0
完蛋,Disgust,5,-1
真正,Awe,5,1
间不容发,Fear,5,0
真心,Awe,5,1
权威,Awe,5,1
上进,Joy,3,1
繁杂,Disgust,3,-1
开心,Disgust,3,-1
靠不住,Disgust,3,-1
情分,Awe,3,1
遒劲,Awe,3,1
诛求,Disgust,7,-1
专擅,Disgust,5,-1
坐监,Disgust,7,-1
肩荷,Awe,1,1
鉴定,Awe,5,1
交情,Awe,1,1
重任,Awe,5,0
纵情,Joy,7,1
一叶知秋,Awe,9,1
玄奥,Disgust,9,-1
过气,Disgust,5,-1
呵叱,Disgust,5,-1
捏一把汗,Disgust,3,0
破口大骂,Disgust,5,0
奠祭,SadDisgustss,3,0
窘涩,Fear,5,0
貌似真实的,Disgust,3,-1
溺爱,Disgust,5,-1
鼓舞,Awe,5,1
善心,Awe,5,1
高姿态,Disgust,5,-1
不可逾越,Disgust,5,0
单一,Disgust,1,0
仇人,Disgust,5,0
恭祝,Awe,5,1
固守,Disgust,1,-1
人祸,Disgust,5,-1
服服帖帖,Joy,3,0
贫贱,SadDisgustss,3,-1
万紫千红,Awe,5,1
平铺直叙,Disgust,3,-1
淡薄,Joy,1,0
冤家,Awe,3,0
借重,Awe,5,1
病歪歪,Disgust,1,0
波谲云诡,Fear,5,0
瘦弱,Disgust,9,-1
不冷不热,Disgust,1,0
好不容易,Disgust,5,0
荒落,SadDisgustss,1,0
没意思,Disgust,3,0
蛇蝎心肠,Disgust,9,0
声名大振,Awe,7,0
尽兴,Joy,5,0
开颜,Joy,5,0
博爱,Awe,5,0
热衷,Awe,7,0
踏实,Joy,7,0
闲雅,Joy,1,0
同生共死,Awe,7,0
解囊相助,Awe,5,0
扶贫济困,Awe,3,0
气馁,SadDisgustss,5,0
惨剧,SadDisgustss,5,0
厌弃,Disgust,5,0
相知恨晚,Awe,1,0
千闻不如一见,Awe,3,0
潦草,Disgust,3,0
不过尔尔,Disgust,3,0
阿飞,Disgust,3,-1
红娘,Awe,1,0
时兴,Awe,1,0
富有,Awe,1,0
污辱,Disgust,7,0
落花流水,SadDisgustss,5,0
爱慕,Awe,9,0
凄惨,SadDisgustss,9,0
冷静,Awe,5,1
纪念,SadDisgustss,3,0
狐疑,Disgust,3,0
投机,Awe,3,0
赃款,Disgust,7,-1
糟烂,Disgust,3,-1
躁动,Disgust,5,-1
贼巢,Disgust,5,-1
窄狭,Disgust,3,-1
仗势,Disgust,5,-1
肇事,Disgust,5,-1
指斥,Disgust,5,-1
致命,Fear,5,-1
清健,Awe,5,1
清奇,Awe,7,0
清心,Awe,5,1
轻灵,Awe,5,1
晴爽,Awe,5,1
穰穰,Joy,5,1
热血,Awe,5,1
容姿,Awe,3,1
柔静,Awe,5,1
软媚,Awe,5,1
桑梓,Awe,3,1
深彻,Awe,1,1
神威,Awe,5,1
盛景,Awe,5,1
盛意,Awe,5,1
圣手,Awe,3,1
舒意,Joy,5,1
素雅,Awe,3,1
中邪,Disgust,5,-1
装样子,Disgust,5,-1
浊世,Disgust,5,-1
恣睢,Disgust,5,-1
纵欲,Disgust,5,-1
阻隔,Disgust,3,-1
钻心,Disgust,7,-1
嘴贫,Disgust,5,-1
罪尤,Disgust,9,-1
作乱,Disgust,7,-1
恬美,Awe,5,1
通亮,Awe,3,1
完好,Awe,3,1
旺炽,Awe,5,1
文名,Awe,3,1
稳帖,Awe,3,1
无华,Awe,3,1
稀贵,Awe,5,1
侠气,Awe,5,1
鲜绿,Awe,5,1
娴熟,Awe,5,1
详密,Awe,3,1
谐婉,Awe,5,1
新秀,Awe,5,1
欣欣,Awe,5,1
集锦,Awe,1,1
济世,Awe,9,1
纪念碑,Awe,3,1
雄风,Awe,3,1
雄强,Awe,3,1
秀拔,Awe,5,1
秀异,Awe,5,1
轩朗,Awe,5,1
压轴戏,Awe,5,1
雅气,Awe,5,1
妍雅,Awe,5,1
艳阳天,Awe,5,1
夷旷,Awe,5,1
义烈,Awe,5,1
逸韵,Awe,5,1
英模,Awe,5,1
莹澈,Awe,3,1
颖异,Awe,5,1
勇壮,Awe,3,1
幽趣,Awe,5,1
有恒,Awe,5,1
有效,Awe,5,1
余裕,Awe,5,1
郁烈,Awe,5,1
家珍,Awe,5,1
佳偶,Awe,9,1
嘉名,Awe,5,1
简括,Awe,3,1
践行,Awe,5,1
见惠,Awe,3,1
建树,Awe,7,1
奖励,Awe,3,1
奖状,Awe,3,1
娇红,Awe,3,1
娇妻,Awe,5,1
教导,Awe,1,1
接引,Awe,3,1
节操,Awe,7,1
金婚,Awe,3,1
谨密,Awe,5,1
韵味,Awe,3,1
造诣,Awe,5,1
战果,Joy,3,1
朝阳,Joy,3,1
真诠,Awe,5,1
珍品,Awe,7,1
峥嵘,Awe,7,1
知己,Awe,5,1
直性,Awe,5,1
志行,Awe,7,1
至言,Awe,7,1
挚切,Awe,7,1
忠忱,Awe,7,1
祝捷,Joy,3,1
专长,Awe,3,1
壮实,Awe,3,1
卓荦,Awe,7,1
擢升,Joy,5,1
进军,Awe,1,1
钻研,Awe,5,1
左右手,Awe,5,1
尽职,Awe,3,1
精当,Awe,5,1
精炼,Awe,5,1
精勤,Awe,5,1
精雅,Awe,5,1
精装,Awe,3,1
经世,Awe,9,1
警醒,Awe,1,1
景致,Awe,3,1
靓妆,Awe,5,1
劲健,Awe,3,1
救护,Awe,1,1
掬诚,Awe,3,1
巨擘,Awe,9,1
镌刻,Awe,3,1
啰里啰嗦,Disgust,5,-1
暗地里,Disgust,3,-1
白忙,Disgust,3,0
卑陋,Disgust,9,-1
鄙贱,Disgust,9,-1
训练有素,Awe,9,1
震撼人心,Surprise,9,1
要死要活,Disgust,7,-1
顽石点头,Awe,9,1
秀外惠中,Awe,9,1
有威信,Awe,9,1
有见识,Awe,9,1
真心诚意,Awe,9,1
站得住脚,Awe,9,1
有的放矢,Awe,9,1
音调优美,Awe,9,1
行之有效,Awe,9,1
谐趣横生,Awe,9,1
直来直去,Awe,3,1
不堪造就,Disgust,9,-1
世态炎凉,SadDisgustss,9,-1
水泄不通,Disgust,9,-1
死死,Disgust,9,-1
酸涩,Disgust,9,-1
徒然,Disgust,9,-1
危机四伏,Fear,9,-1
无关大局,Disgust,9,-1
无人过问,Disgust,9,-1
下三滥,Disgust,9,-1
不起眼儿,Disgust,3,-1
不问三七二十一,Disgust,7,0
不着调,Disgust,5,-1
残酷无情,Disgust,9,-1
豺狼成性,Disgust,9,-1
稀里糊涂,Disgust,9,-1
咄咄逼人,Disgust,9,-1
拮据,Disgust,9,-1
装腔作势,Disgust,9,-1
犹豫不前,Disgust,9,-1
阴阳怪气,Disgust,9,-1
臭不可闻,Disgust,9,-1
疮痍满目,SadDisgustss,7,0
粗手笨脚,Disgust,5,-1
大手大脚,Disgust,5,-1
胆小怕事,Disgust,7,-1
等而下之,Disgust,5,-1
低智,Disgust,3,-1
东倒西歪,Disgust,5,-1
饿殍遍野,SadDisgustss,7,-1
反社会,Disgust,9,-1
费时,Disgust,5,-1
肤皮潦草,Disgust,7,-1
干干巴巴,Disgust,1,-1
够呛,Disgust,3,-1
孤陋寡闻,Disgust,7,-1
寡言少语,Disgust,3,-1
哄然,Disgust,1,-1
花拳绣腿,Disgust,5,-1
灰暗,Disgust,1,0
至尊,Awe,9,1
晦暗,Fear,7,-1
秽乱,Disgust,9,-1
忠贞不屈,Awe,5,1
灼然无疑,Awe,5,1
最高级,Awe,3,1
倜傥不群,Awe,7,1
昏昧,Disgust,9,-1
婷婷袅袅,Awe,3,1
昏愦,Disgust,9,-1
馥馥,Awe,3,1
觥筹交错,Joy,3,0
哀切,SadDisgustss,5,0
抱不平,AFearry,1,1
鼻酸,SadDisgustss,3,-1
混混沌沌,Disgust,9,-1
吃不准,Disgust,3,-1
踌躇不前,Disgust,3,-1
祸从天降,SadDisgustss,9,-1
呆住,Disgust,3,-1
恶骂,Disgust,7,-1
发飙,Disgust,5,-1
费精神,Disgust,5,-1
顾忌,Disgust,5,-1
慌恐,Fear,5,-1
鸡蛋里挑骨头,Disgust,3,-1
解气,Joy,3,0
惊奇不已,Surprise,5,0
看淡,Joy,5,-1
宽恕,Joy,3,1
来气,AFearry,5,0
乱了方寸,Fear,5,0
面有愧色,SadDisgustss,3,0
气汹汹,AFearry,5,0
清算,Disgust,3,-1
傻眼,SadDisgustss,5,0
挑毛病,Disgust,3,0
惟恐,Fear,1,0
心急如火,Fear,5,0
羞窘,Fear,3,0
训戒,Disgust,5,0
一怔,Surprise,3,0
欲哭无泪,SadDisgustss,7,0
找碴儿,Disgust,5,0
质疑,Disgust,5,0
诟病,Disgust,5,0
假正经,Disgust,7,-1
额手称庆,Joy,7,0
公祭,Awe,5,0
魂牵梦系,SadDisgustss,5,0
叫绝,Awe,9,1
竟敢,AFearry,5,0
假模假式,Disgust,7,-1
满怀激情,Joy,7,0
慕名,Awe,3,0
盼望,SadDisgustss,3,0
企望,SadDisgustss,3,0
挤挤插插,Disgust,5,0
安然无恙,Joy,1,0
守候,SadDisgustss,3,0
推许,Awe,5,0
喜上心头,Joy,3,0
心甘情愿,Joy,3,0
板板正正,Awe,1,1
心如蛇蝎,Disgust,7,-1
心眼小,Disgust,9,-1
学识谫陋,Disgust,9,-1
浇漓,SadDisgustss,7,-1
矫情造作,Disgust,7,-1
闭月羞花,Awe,7,1
经济拮据,Disgust,3,0
博识,Awe,5,1
勃勃生机,Awe,3,1
空空洞洞,Disgust,7,-1
口头上,Disgust,3,-1
苦不唧,Disgust,5,-1
狂妄自大,Disgust,9,-1
出身高贵,Awe,1,1
春光明媚,Awe,3,1
老大难,Disgust,7,-1
聪明过人,Awe,5,1
累卵,Disgust,5,-1
冷血,Disgust,7,0
利已,Disgust,3,-1
大大方方,Awe,3,1
淡泊明志,Awe,3,1
灯火辉煌,Awe,1,1
零乱,Disgust,5,-1
令人费解,Disgust,7,-1
顶尖,Awe,5,1
令人厌恶,Disgust,9,-1
乱烘烘,Disgust,7,-1
乱真,Awe,5,0
多才多艺,Awe,3,1
满目疮痍,SadDisgustss,7,0
没劲,Disgust,3,-1
没头脑,Disgust,5,-1
没有学问,Disgust,3,-1
迷迷蒙蒙,Disgust,1,0
面无表情,SadDisgustss,1,0
木头木脑,Disgust,5,-1
男盗女娼,Disgust,9,-1
行为不端,Disgust,9,-1
硬生生,Disgust,9,-1
虚无飘渺,Disgust,9,-1
眼疾手快,Awe,9,1
夜不闭户,Awe,9,1
有名气,Awe,9,1
有胆量,Awe,9,1
性情温良,Awe,9,1
细巧,Awe,9,1
闹得慌,Disgust,7,-1
蔫头耷脑,Disgust,5,-1
蓬头垢面,Disgust,7,-1
偏斜,Disgust,5,-1
凭空,Disgust,5,-1
凄苦,SadDisgustss,9,0
欠完善,Disgust,7,-1
禽兽不如,Disgust,9,-1
穷苦,SadDisgustss,3,0
缺乏教养,Disgust,5,-1
扰扰,Disgust,1,0
任纵,Disgust,7,-1
刁钻,Disgust,3,-1
炽热,Awe,3,1
自愧弗如,Fear,1,0
世外桃源,Surprise,3,0
三寸不烂之舌,Awe,5,1
八字打开,Awe,3,1
848,Surprise,5,0
傲视,Disgust,1,-1
霸气,Disgust,3,-1
经典,Awe,9,1
还我河山,Awe,7,0
顺畅,Joy,3,1
解纷,Joy,3,0
稳妥,Awe,7,1
打破沙锅问到底,Awe,3,1
千载一遇,Surprise,5,0
不是滋味儿,SadDisgustss,3,-1
寒素,Awe,1,1
黑蒙蒙,Fear,3,-1
荆棘载途,Disgust,7,-1
不骄不躁,Awe,5,1
不畏艰险,Awe,5,1
不武断,Awe,1,1
才高八斗,Awe,7,1
茫茫然,Disgust,7,-1
气粗,Disgust,3,0
无立足之地,Fear,5,-1
盲人骑瞎马,Fear,3,-1
乳臭未干,Disgust,9,-1
嗓子不好,Disgust,3,0
傻呵呵,Disgust,3,0
神志委靡,Disgust,5,-1
无故,Disgust,9,-1
无目的,Disgust,9,-1
芬芳馥郁,Awe,3,1
分文不取,Awe,1,1
风华正茂,Awe,3,1
竹篮打水,Disgust,9,-1
最差,Disgust,9,-1
奉公守法,Awe,3,1
思路清晰,Awe,9,1
坦诚相待,Joy,9,1
天字第一号,Awe,9,0
刚正不阿,Awe,5,1
高级化,Awe,1,1
高性能,Awe,3,1
耿耿,Awe,3,0
够水平,Awe,3,1
光彩炫目,Awe,3,1
瑰伟,Awe,5,1
毫不犹豫,Awe,3,1
好说话儿,Awe,1,1
合度,Awe,1,1
赫赫,Awe,3,1
爽心悦目,Awe,7,1
数得着,Awe,3,1
舒快,Joy,5,1
手快,Awe,5,1
世界级,Awe,3,1
实至名归,Awe,7,1
十全,Awe,7,1
升平,Joy,9,0
浑然一体,Awe,3,1
技高一筹,Awe,3,1
神奥,Awe,9,1
坚贞不渝,Awe,7,1
简明扼要,Awe,3,1
上镜,Awe,5,1
赏罚严明,Awe,7,1
叫真,Disgust,3,0
山明水秀,Awe,7,1
精神抖擞,Awe,3,1
经久耐用,Awe,3,1
入味,Awe,3,1
如虎添翼,Awe,9,1
举止端庄,Awe,5,1
绝好,Awe,5,1
俊丽,Awe,5,1
饶爽,Awe,5,1
确凿,Awe,9,0
可信赖,Awe,3,1
情文并茂,Awe,7,1
趣味盎然,Awe,7,1
清通,Awe,3,1
轻轻松松,Joy,1,1
强壮有力,Awe,5,1
死有余辜,Disgust,9,-1
无常,Disgust,9,-1
老于世故,Disgust,3,-1
形影相吊,Disgust,9,-1
理智,Awe,3,1
庸庸碌碌,Disgust,9,-1
器宇不凡,Awe,9,1
鱼龙混杂,Disgust,9,-1
贼溜溜,Disgust,9,-1
忸忸怩怩,Fear,9,-1
突破性,Awe,9,1
其乐融融,Joy,5,1
文绉绉,Awe,5,1
原封不动,Awe,9,1
有门儿,Awe,9,1
有福气,Awe,9,1
训练良好,Awe,9,1
协调一致,Awe,9,1
平滑,Awe,1,0
平等互利,Awe,3,1
铁案如山,Awe,9,1
路人皆知,Disgust,3,-1
迷人,Awe,3,1
明快生动,Awe,3,1
目光炯炯,Awe,5,1
内敛,Awe,1,1
排列整齐,Awe,3,1
哀而不伤,Awe,3,1
爱毛反裘,Disgust,9,-1
地大物博,Awe,9,1
天下为一,Awe,9,1
毁家纾难,Awe,9,1
赤心奉国,Awe,9,1
捐躯殉国,Awe,9,1
以身报国,Awe,9,1
护国佑民,Awe,9,1
论道经邦,Awe,9,1
纲纪废弛,Disgust,9,-1
三旨相公,Disgust,5,-1
移天易日,Disgust,9,-1
卖国求利,Disgust,9,-1
棘没铜驼,SadDisgustss,9,0
蹙国丧师,SadDisgustss,7,-1
哀艳,SadDisgustss,3,1
妒火,Disgust,3,-1
欢欣,Joy,5,1
欢乐,Joy,5,1
松快,Joy,5,1
高涨,Joy,3,1
芳泽,Awe,3,1
春风满面,Joy,5,1
欢腾,Joy,7,1
狂喜,Joy,9,1
嘻嘻哈哈,Joy,7,1
喜滋滋,Joy,7,1
心旷神怡,Joy,5,1
称愿,Joy,3,1
宁可,Awe,3,0
发噱,Joy,5,1
怡然,Joy,5,1
无忧无虑,Joy,3,1
载歌载舞,Joy,7,1
惊喜交加,Joy,5,0
喜从天降,Joy,5,1
夹道欢呼,Joy,7,1
披红戴花,Joy,7,1
久旱逢甘雨,Joy,7,1
酣畅淋漓,Joy,5,1
哑笑,Joy,5,0
大笑,Joy,7,0
笑哈哈,Joy,5,1
悠然自得,Joy,3,1
鹊桥相会,Joy,3,1
电线杆上挂邮箱－高兴,Joy,5,0
讨饭的捡黄金－喜出望外,Joy,5,0
渔夫赶上鱼汛－喜之不尽,Joy,7,0
圆满,Joy,3,1
乔迁之喜,Joy,5,1
从宽,Joy,3,0
家弦户诵,Awe,7,1
可意,Awe,5,1
热爱,Awe,7,1
爱护,Awe,5,1
可爱,Awe,5,1
爱屋及乌,Awe,5,0
赏玩,Awe,3,0
沉醉,Awe,7,0
自豪,Joy,5,1
看上,Awe,5,0
欢心,Awe,7,0
相爱,Awe,7,0
歆羡,Awe,3,0
优点,Awe,5,1
心仪,Awe,3,1
青睐,Awe,3,1
可亲,Awe,5,1
入神,SadDisgustss,5,0
视如珍宝,Awe,7,1
耳鬓厮磨,Awe,5,1
如影随形,Awe,7,1
宝贝儿,Awe,5,1
千里送鹅毛,Awe,3,1
痛痒相关,Awe,3,1
人心所向,Awe,5,1
小姑娘的脸蛋－爱煞人,Awe,5,1
惺惺惜惺惺,Awe,3,0
哥儿们,Awe,5,0
慰唁,SadDisgustss,5,0
暖洋洋,Awe,1,1
罗曼蒂克,Awe,3,1
水乳交融,Joy,7,0
娇美,Awe,3,1
斑斓,Awe,3,1
碧蓝,Awe,3,1
推崇,Awe,7,0
景仰,Awe,9,1
孝敬,Awe,3,1
贵姓,Awe,3,1
专诚,Awe,3,0
敬畏,Awe,5,0
伟大,Awe,5,1
企慕,Awe,7,1
拜服,Awe,3,1
畏服,Awe,3,0
名誉,Awe,5,1
千秋万岁,Awe,5,1
福寿无疆,Awe,5,1
福齐南山,Awe,3,1
吉人天相,Awe,3,1
依从,Awe,3,1
英烈,Awe,5,1
拜访,Awe,3,1
拜识,Awe,5,1
名正言顺,Joy,3,1
对得住,Joy,1,1
一团和气,Joy,1,1
洒脱,Awe,3,1
衾影无愧,Joy,5,1
举止自若,Joy,3,1
慰藉,Joy,3,0
安外,Joy,5,1
挂虑,SadDisgustss,3,0
驰思,SadDisgustss,1,0
