word,sentiment,intensity,valence
上第,Awe,5,1
上将,Awe,5,1
上校,Awe,3,1
抛售,Awe,5,0
袍泽,Awe,7,1
跑警报,Fear,7,-1
泡病号,Disgust,5,-1
陪吊,Awe,5,0
赔偿,Awe,5,0
配合,Awe,6,1
膨胀,Awe,5,0
批颊,Disgust,5,0
劈里啪啦,Awe,5,0
疲竭,Awe,8,0
仳离,Disgust,6,0
偏劳,Awe,5,0
偏向,Disgust,6,-1
漂亮,Awe,6,1
飘洒,Awe,7,1
撇脱,Awe,7,1
贫骨头,Disgust,7,-1
聘任,Awe,5,0
平价,Awe,5,0
平平当当,Joy,5,0
平息,Awe,7,0
凭眺,Awe,5,0
屏绝,Awe,5,0
泼辣,Disgust,7,-1
燎若观火,Awe,9,1
烈火乾柴,Awe,9,0
林下风范,Awe,9,1
麟子凤雏,Awe,9,1
灵心慧齿,Awe,7,1
凛若冰霜,Disgust,5,-1
另楚寒巫,SadDisgustss,3,-1
流水不腐，户枢不蝼,Awe,3,1
流言飞语,Disgust,7,-1
流风馀韵,Awe,5,1
流离播迁,Awe,5,1
柳泣花啼,Awe,7,-1
柳圣花神,Disgust,7,1
柳绿桃红,Awe,5,1
六出奇计,Awe,7,1
六朝金粉,Disgust,9,-1
龙心凤肝,Awe,7,1
龙江虎浪,Disgust,7,-1
龙威虎震,Awe,7,1
龙飞虎跳,Awe,5,1
龙蛇混杂,Disgust,7,-1
龙翔虎跃,Awe,5,1
龙精虎猛,Awe,7,1
龙翰凤翼,Awe,7,1
龙雕凤咀,Awe,7,1
龙攀凤附,Awe,9,1
龙跃虎踞,Awe,7,1
镂心鉥肝,Awe,3,1
镂金铺翠,Awe,3,1
戮力同心,Awe,9,1
鲁鱼帝虎,Disgust,1,-1
陆离光怪,Awe ,3,1
鹿驯豕暴,Disgust,7,-1
路叟之忧,SadDisgustss,5,-1
露钞雪纂,Awe,5,1
鸾分凤离,SadDisgustss,5,-1
鸾飞凤翥,Joy,7,1
鸾凤分飞,SadDisgustss,3,1
乱作一团,Disgust,7,-1
论长说短,Disgust,3,-1
论德使能,Awe,1,1
驴脣马觜,Disgust,7,-1
旅进旅退,Disgust,5,-1
履薄临深,Fear,7,0
马上房子,Disgust,7,-1
马足龙沙,Awe,7,1
马腹逃鞭,Disgust,3,-1
买笑迎欢,Disgust,7,-1
麦秀两岐,Joy,7,1
卖兒贴妇,SadDisgustss,7,-1
卖笑追欢,Disgust,7,-1
谩天谩地,Disgust,5,-1
满坐风生,Awe,7,1
慢藏诲盗,Disgust,5,-1
忙不择价,Fear,7,-1
毛羽未丰,Disgust,5,-1
冒名接脚,Disgust,7,-1
没世不渝,Awe,9,1
没可奈何,Disgust,5,-1
没精塌彩,Disgust,7,-1
门墙桃李,Awe,3,1
梦魂颠倒,SadDisgustss,7,-1
迷花沾草,Disgust,7,-1
迷离徜恍,Disgust,5,-1
靡然向风,Awe,1,1
靡靡之声,Disgust,3,-1
胡思乱量,Disgust,5,-1
胡诌乱道,Disgust,5,-1
鹘入鸦群,Awe,7,1
哗世取名,Disgust,7,-1
化腐成奇,Awe,7,1
怀金拖紫,Awe,7,0
坏植散群,Disgust,5,0
还年驻色,Joy,5,0
涣若冰消,Awe,7,1
黄人守日,Joy,7,1
黄雀衔环,Awe,7,1
黄锺毁弃,SadDisgustss,7,0
灰心丧意,SadDisgustss,5,0
灰头土面,Disgust,5,0
晖光日新,Awe,7,1
回生起死,Awe,9,1
回邪入正,Awe,5,1
毁不灭性,SadDisgustss,5,0
讳树数马,Awe,5,1
昏昏欲睡,Disgust,5,0
浑沦吞枣,Disgust,5,-1
混然天成,Awe,7,1
魂不负体,SadDisgustss,5,0
魂飞魄荡,Surprise,9,0
魂耗魄丧,Surprise,9,0
魂慴色沮,Surprise,9,0
魂惊魄落,Surprise,9,0
活龙鲜健,Awe,5,1
火妻灰子,Fear,9,-1
获兔烹狗,SadDisgustss,5,0
祸枣灾梨,Disgust,5,0
豁然顿悟,Awe,7,1
饥不暇食,Awe,5,1
机杼一家,Awe,5,1
汲汲顾影,SadDisgustss,5,0
鸡骨支床,Awe,7,1
鹡鸰在原,Awe,5,1
吉网罗钳,Disgust,5,-1
即鹿无虞,SadDisgustss,5,-1
急痛攻心,SadDisgustss,7,0
济人利物,Awe,5,1
计出无聊,SadDisgustss,5,0
计穷智极,SadDisgustss,7,0
寄人檐下,Disgust,5,-1
加膝坠渊,Disgust,5,-1
家烦宅乱,SadDisgustss,5,0
颊上三毛,Awe,5,1
假誉驰声,Disgust,5,-1
坚苦卓绝,Awe,7,1
拣精拣肥,Disgust,7,-1
君子国,Awe,7,1
开眼,Joy,5,1
交火,Fear,3,0
娇客,Awe,7,1
蕉萃,SadDisgustss,5,0
脚气,Disgust,7,0
教唆犯,Disgust,7,-1
疖子,Disgust,5,0
揭露,Disgust,7,0
劫数,SadDisgustss,7,0
结义,Awe,7,0
截击,Awe,5,0
解闷,Awe,7,0
戒律,Disgust,7,0
金箍棒,Awe,7,1
金字招牌,Awe,9,1
远虑深谋,Awe,5,1
月露之体,Disgust,3,-1
云中仙鹤,Awe,5,1
云消雾散,SadDisgustss,5,0
云窗月帐,Awe,5,1
允执其中,Awe,5,1
咂嘴咂舌,Surprise,5,0
赃私狼藉,Disgust,5,-1
早朝晏罢,Awe,3,1
造恶不悛,Disgust,5,-1
贼臣逆子,Disgust,5,-1
札手舞脚,Disgust,5,-1
沾泥带水,Disgust,3,-1
斩关夺隘,Awe,5,1
战战业业,Fear,5,0
招花惹草,Disgust,5,-1
昭聋发聩,Awe,5,1
朝歌夜弦,Disgust,5,-1
真知卓见,Awe,5,1
枕善而居,Awe,5,1
正视绳行,Awe,5,1
枝叶扶苏,Awe,5,1
直内方外,Awe,5,1
植发穿冠,AFearry,5,0
指手划脚,Disgust,5,-1
指雁为羹,Disgust,5,-1
伪军,Disgust,7,-1
委宛,Awe,5,1
畏途,Fear,5,0
文化买办,Disgust,5,-1
问好,Awe,5,0
污毒,Disgust,5,-1
无方,Disgust,5,-1
投间抵隙,Disgust,7,-1
徒托空言,Disgust,5,-1
途穷日暮,SadDisgustss,9,-1
土偶蒙金,Disgust,7,-1
吐故纳新,Awe,7,1
兔走乌飞,SadDisgustss,7,0
团头聚面,Awe,7,1
推亡固存,Awe,7,1
推乾就湿,Awe,9,1
推聋妆哑,Disgust,7,-1
退食从容,Awe,7,1
吞炭漆身,Awe,9,1
屯毛不辨,Disgust,7,-1
讬凤攀龙,Disgust,7,-1
脱天漏网,Disgust,7,1
唾壶敲缺,Disgust,7,-1
瓦釜雷鸣,Disgust,9,-1
歪心邪意,Disgust,7,-1
外感内伤,Disgust,7,-1
弯腰捧腹,Joy,9,1
完璧归赵,Awe,7,1
玩岁愒时,Disgust,7,-1
亡不旋跬,Disgust,7,-1
亡国之音,Disgust,7,-1
亡可奈何,SadDisgustss,7,-1
枉己正人,Disgust,7,-1
枉费工夫,SadDisgustss,7,-1
妄谈祸福,Disgust,7,-1
忘餐废寝,Awe,7,1
望风而遁,Disgust,7,-1
望峰息心,SadDisgustss,7,-1
望尘拜伏,Disgust,7,-1
危言逆耳,Awe,7,1
威风八面,Awe,9,1
煨乾就湿,Disgust,7,1
为鬼为蜮,Disgust,9,-1
为德不终,SadDisgustss,7,-1
为渊驱鱼，为丛驱雀,Disgust,9,-1
违世绝俗,Awe,7,1
违强陵弱,Disgust,7,-1
帷箔不修,Disgust,9,-1
惟日不足,Fear,9,-1
嵬目鸿耳,Awe,9,1
未可同日而语,Awe,9,1
未竟之志,SadDisgustss,9,-1
偎乾就湿,SadDisgustss,9,1
温生绝裾,Awe,9,1
温情蜜意,Awe,9,1
文身翦发,Disgust,7,-1
文星高照,Awe,9,1
文章巨公,Awe,9,1
文深网密,Awe,9,1
文韬武略,Awe,5,1
闻所不闻,Awe,9,1
闻风远遁,Disgust,9,-1
问安视寝,Awe,7,1
问诸水滨,Disgust,7,-1
瓮声甕气,SadDisgustss,7,-1
握拳透爪,AFearry,9,-1
污手垢面,AFearry,5,-1
乌飞兔走,SadDisgustss,7,-1
屋下作屋,Disgust,7,-1
无了根蒂,SadDisgustss,7,-1
无孔不钻,Disgust,7,-1
无可比伦,Awe,9,1
无乎不可,Awe,9,1
无地自处,Fear,9,-1
无名之璞,Awe,7,1
无如奈何,SadDisgustss,7,-1
无拘无缚,Joy,7,1
无往不胜,Awe,9,1
无所用之,SadDisgustss,7,-1
无所施其技,Disgust,7,-1
无毒不丈夫,Disgust,7,-1
无计可奈,SadDisgustss,7,-1
无倚无靠,SadDisgustss,7,-1
无能为役,SadDisgustss,7,-1
无胫而至,Awe,7,1
无为而成,Awe,7,1
铁人,Awe,7,1
停学,SadDisgustss,5,-1
通奸,Disgust,5,-1
统帅,Awe,5,1
偷嘴,Disgust,7,-1
头羊,Awe,7,1
图腾崇拜,Awe,9,1
土石方,Disgust,7,-1
推托,Disgust,7,1
颓废主义,Disgust,7,-1
活罪,Disgust,5,-1
积怨,Disgust,5,0
急用,Fear,5,0
害兽,Disgust,3,0
呵喝,AFearry,7,0
和事老,Disgust,3,0
面面相睹,Fear,4,-1
面誉背非,Disgust,5,-1
民安物阜,Joy,9,1
民膏民脂,Joy,9,1
名公钜卿,Awe,6,1
明月入怀,Awe,6,1
明堂正道,Awe,6,1
铭肤镂骨,SadDisgustss,5,1
磨而不磷，涅而不缁,Awe,6,1
目光如鼠,Disgust,5,-1
目动言肆,Fear,5,-1
目击道存,Awe,5,1
沐日浴月,Joy,6,1
拿班做势,Disgust,6,-1
囊锥露颖,Awe,6,1
能言快语,Awe,5,1
泥猪癞狗,Disgust,5,-1
拈酸吃醋,Disgust,5,-1
鸟骇鼠窜,Fear,8,-1
啮血沁骨,Awe,8,1
浓桃艳李,Awe,5,1
女中尧舜,Awe,5,1
攀炎附热,Disgust,6,-1
旁摇阴煽,Disgust,6,-1
十世单传,Joy,5,1
十米九糠,SadDisgustss,5,-1
十发十中,Awe,5,1
识才尊贤,Awe,5,1
识微见几,Awe,5,1
拾陈蹈故,Disgust,5,-1
食不重肉,Awe,5,1
食饥息劳,Joy,5,1
使乖弄巧,Disgust,5,-1
屎屁直流,Fear,5,-1
事与原违,SadDisgustss,5,-1
饰非养过,Disgust,5,-1
视民如子,Awe,5,1
视同拱璧,Joy,5,1
视远步高,Disgust,5,-1
室徒四壁,SadDisgustss,5,-1
誓死不渝,Awe,5,1
適性任情,Joy,5,1
手不应心,SadDisgustss,5,-1
手脚乾净,Awe,5,1
首善之地,Awe,5,1
书生之见,Disgust,5,-1
输心服意,Awe,5,1
鼠入牛角,SadDisgustss,5,-1
鼠屎汙羹,Disgust,5,-1
鼠臂虮肝,Disgust,5,-1
数典忘祖,Disgust,5,-1
束手无计,Fear,5,-1
束手听命,Disgust,5,-1
树同拔异,Disgust,5,-1
鉥心刿肾,Awe,5,1
霜露之悲,SadDisgustss,5,-1
水月观音,Awe,5,1
水明山秀,Joy,5,1
顺口开河,Disgust,5,-1
顺风行船,Joy,5,1
说白道黑,Disgust,5,-1
司马青衫,SadDisgustss,5,-1
死有余责,Disgust,5,-1
死别生离,SadDisgustss,5,-1
死样活气,Disgust,5,-1
四海皆兄弟,Awe,5,1
带孝,SadDisgustss,5,1
捣毁,Disgust,5,-1
道谢,Awe,5,0
便当,Joy,5,1
变脸,AFearry,5,-1
变心,SadDisgustss,3,-1
辩护,Awe,5,1
表演艺术,Awe,7,1
缤纷,Awe,5,1
殡仪馆,SadDisgustss,5,-1
兵变,Fear,5,-1
饼干,Awe,5,1
病床,Disgust,5,-1
病害,Fear,5,-1
病象,Disgust,5,-1
波荡,Fear,5,-1
伯祖,Awe,5,1
博览会,Awe,7,1
补考,Fear,7,-1
不啻,Disgust,7,-1
不够,Disgust,5,-1
不可,Awe,5,-1
不敏,Disgust,5,-1
不如,Awe,5,1
不外,SadDisgustss,5,-1
不消,SadDisgustss,7,-1
献花,Joy,3,0
乡音,Awe,3,0
相扰,Awe,3,0
翔实,Awe,1,0
响应,Awe,3,0
向学,Awe,5,1
消极防御,Disgust,3,0
消息,SadDisgustss,1,0
小抄儿,Disgust,3,-1
小可,Awe,3,0
小生,Awe,1,0
笑剧,Joy,5,0
啸傲,Awe,5,1
斜睨,Disgust,3,0
韶华,Awe,5,1
舍弃,SadDisgustss,5,-1
申谢,Awe,3,1
身世,SadDisgustss,3,-1
深意,Awe,1,1
神武,Awe,7,1
哂纳,Awe,5,1
升学,Joy,3,1
生趣,Joy,3,1
胜迹,Awe,5,1
失掉,SadDisgustss,5,-1
失口,Disgust,3,-1
失窃,Disgust,5,-1
失手,Disgust,5,-1
眷眷,SadDisgustss,9,0
俊杰,Awe,9,1
开展,Joy,7,1
割爱,SadDisgustss,5,0
姑妄言之,Disgust,3,0
交响乐队,Awe,5,0
骄蹇,Disgust,7,-1
绞杀战,Fear,7,-1
剿除,Awe,5,1
阶级斗争,Awe,7,1
嗟悔,SadDisgustss,7,0
节骨眼,Fear,5,0
结伴,Awe,5,0
桀骜,Disgust,3,0
解数,Awe,5,0
借故,Disgust,5,-1
金銮殿,Awe,7,1
闹别扭,Disgust,5,-1
能事,Awe,5,1
拥抱,Awe,7,1
优渥,Awe,3,1
悠谬,Disgust,9,-1
游戏,Joy,7,0
友人,Awe,7,1
余悸,Fear,5,0
窳惰,Disgust,5,-1
肠阻塞,Fear,5,-1
唱对台戏,Disgust,5,-1
超级大国,Awe,5,1
朝奉,Awe,5,1
沉吟,Disgust,5,-1
诚意,Awe,7,1
吃不来,Disgust,5,-1
吃得住,Joy,5,1
痴想,SadDisgustss,5,-1
笔大如椽,Awe,5,1
碧鬟红袖,Awe,5,1
辩口利舌,Awe,5,1
标新领异,Awe,5,1
别开一格,Awe,5,1
冰寒于水,Awe,5,1
兵强则灭,Disgust,5,1
并容徧覆,Awe,5,1
播穅眯目,Disgust,5,-1
博闻强志,Awe,5,1
不同戴天,Disgust,9,0
不直一文,Disgust,5,-1
不知疼痒,Disgust,5,-1
不食烟火,Awe,5,1
不爽累黍,Awe,5,1
不落边际,Disgust,5,-1
不经之语,Disgust,5,-1
不择生冷,Disgust,5,-1
不避斧钺,Disgust,5,-1
不识局面,Disgust,5,-1
不辩菽麦,Disgust,5,-1
材轻德薄,Awe,5,0
采兰赠药,Awe,5,0
惨绿年华,Awe,5,1
差若毫釐，谬以千里,Disgust,5,-1
豺狼横道,Disgust,5,-1
倡条冶叶,Awe,5,1
长林丰草,Awe,5,1
长戟高门,Awe,5,1
远谋深算,Awe,5,1
月白风清,Awe,5,0
刖趾適屦,Disgust,5,-1
云中白鹤,Awe,5,1
云容月貌,Awe,5,1
云窗霞户,Awe,5,1
允执厥中,Awe,5,1
咂嘴舔脣,Surprise,5,0
赃私狼籍,Disgust,5,-1
澡身浴德,Awe,5,1
造茧自缚,Disgust,5,0
贼臣乱子,Disgust,5,-1
乍毛变色,Awe,5,0
沾风惹草,Disgust,5,-1
展眼舒眉,Joy,5,0
湛恩汪濊,Awe,5,1
招事惹非,Disgust,5,-1
朝生夕死,SadDisgustss,5,0
朝歌暮弦,Disgust,5,-1
真金烈火,Awe,5,1
枕籍经史,Awe,5,1
正大堂皇,Awe,5,1
证龟成鳖,Disgust,5,-1
脂膏莫润,Awe,5,1
直言切谏,Awe,5,1
植发冲冠,AFearry,5,0
指李推张,Disgust,5,-1
指瑕造隙,Disgust,5,-1
面如灰土,Fear,5,0
面谀背毁,Disgust,5,-1
妙想天开,Awe,5,1
民淳俗厚,Joy,9,1
名公巨卿,Awe,6,1
明公正气,Awe,6,1
明心见性,Awe,5,1
鸣凤朝阳,Awe,5,1
谬想天开,Disgust,5,-1
磨砻底厉,Awe,6,0
目不苟视,Awe,5,1
目眐心骇,Fear,7,0
目睫之论,Disgust,5,-1
目瞪心骇,Fear,5,0
拏风跃云,Awe,5,1
难分难舍,Awe,7,1
能牙利齿,Awe,5,1
泥车瓦马,Disgust,5,-1
逆天暴物,Disgust,6,-1
黏皮着骨,Disgust,5,-1
鸟惊鼠窜,Fear,7,-1
牛羊勿践,Awe,5,1
弄影团风,Fear,5,0
怕痛怕痒,Disgust,5,-1
旁门小道,Disgust,6,-1
鹏霄万里,Awe,5,1
十光五色,Joy,5,1
十眠九坐,SadDisgustss,5,-1
时亨运泰,Joy,5,1
识时达务,Awe,5,1
识变从宜,Awe,5,1
食不充饥,SadDisgustss,5,-1
食不终味,Fear,5,-1
食荼卧棘,SadDisgustss,5,-1
使心作倖,Disgust,5,-1
使酒骂座,Disgust,5,-1
事倍功半,Awe,5,1
饰非拒谏,Disgust,5,-1
视人如伤,Awe,5,1
视死犹归,Awe,5,1
视财如命,Disgust,5,-1
室如县罄,SadDisgustss,5,-1
誓以皦日,Awe,5,1
適可而止,Joy,5,1
適得其反,SadDisgustss,5,-1
手到擒来,Awe,5,1
守缺抱残,Disgust,5,-1
兽心人面,Disgust,5,-1
叔度陂湖,Awe,5,1
熟路轻车,Joy,5,1
鼠肝虫臂,Disgust,5,-1
鼠腹蜗肠,Disgust,5,-1
鼠窃狗偷,Disgust,5,-1
束手坐视,Disgust,5,-1
束手就殪,Disgust,5,-1
束蒲为脯,Disgust,5,-1
竖子成名,Disgust,5,-1
双凫一雁,SadDisgustss,5,-1
水天一色,Joy,5,1
水长船高,Joy,5,1
水涨船高,Awe,5,1
顺我者生，逆我者死,Disgust,5,-1
顺风张帆,Joy,5,1
说是谈非,Disgust,5,-1
死乞百赖,Disgust,5,-1
死灰槁木,Disgust,5,-1
死败涂地,SadDisgustss,5,-1
死声淘气,SadDisgustss,5,-1
胡作乱为,Disgust,7,-1
胡越同舟,Awe,5,1
鹄形鸟面,SadDisgustss,5,0
怙才骄物,Disgust,7,-1
化及豚鱼,Awe,7,1
滑泥扬波,Disgust,5,-1
怀道迷邦,SadDisgustss,5,0
欢迸乱跳,Joy,9,1
还乡昼锦,Awe,5,0
涣尔冰开,Awe,7,1
黄口孺子,Disgust,5,-1
黄发台背,Joy,5,0
黄钟毁弃,SadDisgustss,7,0
灰身粉骨,SadDisgustss,9,0
挥戈退日,Awe,9,1
麾之即去,Awe,5,0
回春妙手,Awe,7,1
回肠伤气,Awe,7,1
毁车杀马,SadDisgustss,5,0
诲淫诲盗,Disgust,5,-1
昏定晨省,Awe,5,1
浑金白玉,Awe,7,1
混混噩噩,Disgust,5,-1
魂不著体,SadDisgustss,5,0
魂飞胆丧,Surprise,9,0
魂消胆丧,Surprise,9,0
魂销肠断,SadDisgustss,7,0
活天冤枉,SadDisgustss,9,0
火上加油,Disgust,5,-1
火树琪花,Joy,7,0
祸不旋踵,Disgust,7,0
惑世盗名,Disgust,7,0
击楫中流,Awe,7,1
饥寒交切,SadDisgustss,5,0
机变如神,Awe,5,1
鸡犬升天,Disgust,7,-1
鸡飞狗跳,Disgust,7,-1
及溺呼船,SadDisgustss,7,0
极重难返,Disgust,7,-1
急公好施,Awe,5,1
集矢之的,Disgust,7,-1
计日以待,SadDisgustss,7,0
计无由出,SadDisgustss,5,0
计获事足,Joy,5,0
骥服盐车,SadDisgustss,5,0
家反宅乱,SadDisgustss,5,0
嘉言善行,Awe,5,1
假公营私,Disgust,5,-1
架海金梁,Awe,7,1
肩劳任怨,Awe,7,1
古典,Awe,3,1
故技,Disgust,2,0
怪谲,Disgust,5,0
过甚,Disgust,3,0
寒噤,Surprise,3,0
合得来,Awe,5,0
豁出去,AFearry,5,0
火辣辣,Fear,3,0
急赤白脸,Fear,5,0
忌讳,Disgust,5,0
云雨巫山,Joy,5,1
自拔来归,Awe,5,1
百舍重趼,Disgust,5,-1
艰苦朴素,Awe,5,1
卜昼卜夜,Disgust,5,-1
"上无片瓦,下无插针之地",Disgust,5,-1
厭齑暮盐,Disgust,5,-1
饫甘餍肥,Disgust,3,-1
委肉虎蹊,Fear,5,-1
鸿雁哀鸣,SadDisgustss,5,-1
八卦,Disgust,5,-1
跋涉,Disgust,5,0
罢了,Disgust,5,0
摆弄,Disgust,5,0
败阵,SadDisgustss,5,-1
拜年,Joy,5,1
班班,Awe,5,1
伴同,Joy,5,0
帮助,Awe,5,1
包打听,Disgust,5,-1
满足,Joy,7,1
美气,Awe,4,1
蒙难,Disgust,3,-1
投膏止火,Disgust,7,-1
徒拥虚名,Disgust,5,-1
土壤细流,Disgust,5,0
吐刚茹柔,Disgust,7,-1
兔缺乌沈,SadDisgustss,7,0
抟心揖志,Awe,7,1
推枯折腐,Disgust,9,-1
推贤让能,Awe,7,1
颓垣断堑,SadDisgustss,9,-1
吞舟是漏,Disgust,9,-1
吞声饮泣,Disgust,7,-1
讬公行私,Disgust,7,-1
拖青纡紫,Awe,7,1
唾手可得,Awe,9,1
挖耳当招,SadDisgustss,9,-1
瓦器蚌盘,SadDisgustss,7,-1
外强中乾,Disgust,7,-1
外彊中乾,Disgust,7,-1
剜肉医疮,Disgust,7,-1
玩时愒日,Disgust,7,-1
顽廉懦立,Awe,9,1
亡国大夫,Disgust,7,-1
亡魂失魄,Fear,9,-1
枉口拔舌,Disgust,7,-1
枉物难消,Disgust,7,-1
枉墨矫绳,Disgust,7,-1
忘啜废枕,Awe,7,1
望其项背,Awe,7,1
望风希指,Disgust,7,-1
望尘而拜,Awe,7,0
望影揣情,Awe,7,1
危急存亡,Fear,9,0
微言大谊,Awe,9,1
为非作恶,Disgust,7,-1
违天害理,Disgust,9,-1
违条舞法,Disgust,7,-1
唯妙唯肖,Awe,9,1
帏薄不修,Disgust,9,-1
惟利是趋,Disgust,9,-1
委曲求全,Awe,7,1
未知万一,Disgust,9,-1
位极人臣,Awe,9,1
魏颗结草,Awe,9,1
温凊定省,Awe,9,1
文江学海,Awe,9,1
文采风流,Awe,9,1
文婪武嬉,Disgust,7,-1
文章钜公,Awe,9,1
文经武略,Awe,9,1
文过遂非,Disgust,7,-1
闻风而动,Awe,9,1
问一答十,Awe,9,1
问道於盲,Disgust,7,-1
瓮里醯鸡,Disgust,9,-1
握风捕影,Disgust,7,-1
握发吐哺,Awe,7,1
乌衣之游,Joy,7,1
巫云楚雨,Joy,9,1
无人之地,SadDisgustss,7,-1
无毛大虫,Disgust,7,-1
无功受禄,Disgust,7,-1
无可柰何,SadDisgustss,7,-1
无地可容,Disgust,9,-1
无名小卒,Disgust,7,-1
无米之炊,SadDisgustss,7,-1
无私有弊,SadDisgustss,7,-1
无明业火,AFearry,7,-1
无所不备,Awe,9,1
无所畏惮,Awe,7,1
无服之殇,SadDisgustss,7,-1
无风作浪,Disgust,7,-1
无洞掘蟹,Disgust,7,-1
无家无室,SadDisgustss,7,-1
无偏无陂,Awe,7,1
无情无绪,SadDisgustss,7,-1
无间可乘,Awe,7,-1
丢掉,Awe,5,0
冻伤,SadDisgustss,7,-1
毒瘤,SadDisgustss,7,-1
渡江战役,Awe,5,1
对得起,Joy,5,0
眼晕,SadDisgustss,5,-1
阳间,Awe,5,1
老好人,Disgust,3,-1
唠扯,Joy,5,1
老实巴交,Awe,5,1
雷害,SadDisgustss,5,-1
泪珠,SadDisgustss,5,1
冷淡,Disgust,5,-1
离婚,SadDisgustss,5,0
例行公事,Disgust,5,-1
迫临,Awe,5,0
破戒,Disgust,5,0
掊击,AFearry,7,0
扑闪,Awe,5,0
蒲柳,Awe,5,1
七…八…,Fear,7,0
嘁哩喀喳,Awe,7,1
齐心,Awe,7,0
奇闻,Surprise,5,0
颀长,Awe,7,0
企求,Awe,7,0
起根,Awe,7,0
起誓,Awe,7,1
气色,Awe,5,0
气质,Awe,5,1
契友,Awe,7,1
洽商,Awe,5,0
千里驹,Awe,6,1
牵就,Disgust,5,-1
前锋,Awe,7,0
虔婆,Awe,5,0
画无人色,Fear,9,-1
慌不择路,Fear,8,-1
闻雷失箸,Fear,8,-1
惊心悼胆,Fear,8,-1
恨相知晚,Awe,6,1
双宿双飞,Awe,7,1
眼中钉,AFearry,8,-1
谢天谢地,Awe,6,1
扣人心弦,Awe,7,1
思同再造,Awe,7,1
一言半语,SadDisgustss,6,0
打开天窗说亮话,Joy,8,1
理直气壮,Joy,8,1
轻嘴薄舌,Disgust,7,-1
谆谆告诫,Awe,6,1
街谈巷议,Disgust,6,0
众口铄金,Disgust,7,0
哑口无言,Disgust,7,-1
无可讳言,Awe,7,1
仇人快语,Awe,7,1
指天画他,Disgust,7,-1
唇枪舌剑,Disgust,6,-1
话中有话,Disgust,7,-1
说三道四,Disgust,7,-1
徒读父书,Disgust,8,-1
言外之意,Disgust,7,-1
精金良玉,Awe,7,1
草木知威,Awe,7,1
绝甘分少,Awe,7,1
老骤伏枥,Awe,6,1
迎头赶上,Awe,8,1
大节不夺,Awe,8,1
舍身求法,Awe,7,1
志坚行苦,Awe,6,1
推诚相信,Awe,8,1
功薄蝉翼,Awe,7,1
知之为知之,Awe,6,1
面面相窥,Fear,4,-1
面誉背毁,Disgust,5,-1
民安国泰,Joy,9,1
名不虚立,Awe,6,1
名卿钜公,Awe,6,1
明月清风,Joy,7,1
明抢暗偷,Disgust,6,-1
命薄缘慳,SadDisgustss,6,-1
磨形炼性,Awe,6,1
谋图不轨,Disgust,5,-1
目使颐令,Disgust,7,-1
目量意营,Awe,5,1
目瞪口歪,Surprise,5,0
沐仁浴义,Joy,6,1
拿粗挟细,Disgust,6,-1
挠腮撧耳,Fear,6,-1
能言快说,Awe,5,1
泥古拘方,Disgust,5,-1
拈酸泼醋,Disgust,5,-1
鸟声兽心,Disgust,5,-1
嗫嚅小兒,Disgust,5,-1
弄鬼妆幺,Disgust,5,-1
呕心抽肠,SadDisgustss,8,-1
攀高结贵,Disgust,6,-1
庖丁解牛,Awe,5,1
权略,Awe,5,0
劝和,Awe,5,0
却步,Disgust,5,-1
苒弱,SadDisgustss,7,0
让座,Awe,7,1
热乎乎,Joy,3,0
人道,Awe,5,1
人民战争,Awe,3,0
人生观,SadDisgustss,3,0
人证,Awe,7,0
认输,SadDisgustss,5,-1
任职,Awe,3,0
戎首,Disgust,5,-1
容光,Joy,5,1
容止,Awe,5,1
肉刑,Fear,7,0
如许,Joy,3,0
入超,Fear,5,0
入选,Joy,7,1
润笔,Joy,3,0
行不副言,Disgust,5,-1
形孤影只,SadDisgustss,7,1
形影相随,SadDisgustss,7,1
胸有邱壑,Awe,7,1
朽木不可雕,Disgust,7,-1
悬灯结彩,Joy,7,1
雪里送炭,Awe,9,1
衙官屈宋,Awe,7,1
言笑自若,Awe,7,1
研精覃思,Awe,7,1
掩耳盗锺,Disgust,7,-1
燕歌赵舞,Awe,7,1
阳春白雪,Awe,7,1
夭桃襛李,Awe,7,1
野鹤孤云,Joy,7,1
说情,Disgust,5,-1
私访,Awe,5,1
松口,SadDisgustss,5,0
素淡,Awe,5,1
风吹雨打,SadDisgustss,5,0
风雨晦暝,SadDisgustss,5,-1
峰回路转,Joy,5,0
凤吟鸾吹,Awe,9,1
凤翥龙骧,Awe,9,1
凤采鸾章,Awe,7,1
奉令承教,Awe,7,1
佛头着粪,Disgust,5,1
肤末支离,Disgust,5,-1
扶正黜邪,Awe,9,1
扶墙摸壁,Disgust,5,-1
浮花浪蕊,Disgust,5,-1
福无双至，祸不单行,Awe,9,1
孚尹明达,Awe,7,1
俯首弭耳,Joy,9,1
黼国黻家,Awe,7,1
负材矜地,Disgust,7,-1
负气含灵,Awe,7,1
附会穿凿,Disgust,5,-1
附骥攀鳞,Disgust,7,-1
腹心之患,Disgust,7,0
腹热肠荒,Fear,7,0
改恶为善,Awe,5,1
乾净利落,Awe,5,1
甘旨肥浓,Awe,7,1
肝胆照人,Joy,9,1
感今思昔,SadDisgustss,7,1
钢浇铁铸,Awe,7,1
高不凑低不就,Disgust,7,1
高材捷足,Awe,7,1
高枕安寝,Joy,9,1
高高在上,Disgust,7,-1
高节清风,Awe,9,1
高顾遐视,Awe,9,1
