title,channel_title,views,likes,dislikes,comment_total,,,,,,,,,,
Top 10 Clara Moments,HiHo Kids,77506,6000,43,566,,,,,,,,,,
I'M HOLO INSIDE! Holographic scar makeup ft. Glam&Gore,Simply Nailogical,1299130,75700,557,6756,,,,,,,,,,
Halloween Look : Disney Villain Ursula,Nicole Guerriero,214522,22747,252,3780,,,,,,,,,,
AUTUMN Try-On HAUL! | Fleur De Force,Fleur DeForce,128430,3399,156,364,,,,,,,,,,
Out Loud (Official Music Video),Gabbie Hanna,2937901,343451,10422,70767,,,,,,,,,,
KJ Apa Responds to Riverdale's Absurd Fan Theories | ELLE,ELLE,466591,18944,104,747,,,,,,,,,,
Jimmy Kimmelâ€™s FULL INTERVIEW with David Letterman,Jimmy Kimmel Live,1765770,17142,1636,2083,,,,,,,,,,
Morrissey - Spent the Day in Bed (Official Video),MorrisseyOnVEVO,440821,11664,439,1459,,,,,,,,,,
Walmart vs Amazon - Which Is More Successful - Company Comparison,The Infographics Show,295196,6792,284,1607,,,,,,,,,,
Cleveland A. Smith (Jamie Foxx) opens First Take with Stephen A. Smith | First Take | ESPN,ESPN,165927,2149,45,235,,,,,,,,,,
Saving An Iguana Four Miles Offshore,Key West Kayak Fishing,532732,15121,124,2014,,,,,,,,,,
Kelly Clarkson - Meaning of Life [Official Audio],Kelly Clarkson,104758,3883,61,423,,,,,,,,,,
A Weekend In The Life: London With Lily | The Anna Edit,The Anna Edit,100877,3569,128,321,,,,,,,,,,
LaVar Ball Answers Basketball Questions From Twitter | Tech Support | WIRED,WIRED,617197,18852,1299,1564,,,,,,,,,,
Foo Fighters Under Pressure @ Colonial Life Arena 10/17/2017 (w/ Pierce Tracy Edge on drums),wpoteet,212203,504,5,31,,,,,,,,,,
NEW IN! | BOOKS & CANDLES,Samantha Maria,51220,2554,53,269,,,,,,,,,,
MGMT - Little Dark Age,MGMTVEVO,1084462,33038,1617,3671,,,,,,,,,,
Doomed Neutron Stars Create Blast of Light and Gravitational Waves,NASA Goddard,374156,2968,149,558,,,,,,,,,,
King Gizzard & The Lizard Wizard - Crumbling Castle,Flightless,81264,4288,30,697,,,,,,,,,,
John Oliver - Harvey Weinstein,consumer,1187418,8506,1265,1758,,,,,,,,,,
Body insecurities laid bare with Hannah Witton,Riyadh K,66192,3031,93,334,,,,,,,,,,
"Drivers fight after crash at Anderson, Indiana race",RTV6 The Indy Channel,267828,626,175,606,,,,,,,,,,
I REALLY DON'T REGRET IT | VLOG 43,Inthefrow,88026,2510,85,210,,,,,,,,,,
Millie Bobby Brown introduces Stranger Things 2 World Exclusive Footage!,MCM Comic Con,256069,3768,129,374,,,,,,,,,,
Fifth Harmony Spin the TRL Wheel of Dance in 'Step Off' | Weekdays at 3:30pm | #TRL,TRL,68151,3168,22,238,,,,,,,,,,
Adam Savage's Set Tour of the Blade Runner Universe!,Tested,112642,3918,62,319,,,,,,,,,,
What Happened That week in March,danisnotinteresting,326054,28865,145,2513,,,,,,,,,,
Michael Jordan's Chocolate Cake,INSIDER,357087,6436,93,512,,,,,,,,,,
I Bought A $500 'LUXURY' Mystery Box from Ebay- OMG WHY,grav3yardgirl,1392406,38407,2452,6052,,,,,,,,,,
How to Eat a Chicken Wing | Hot Ones Extra,First We Feast,681743,27145,476,4176,,,,,,,,,,
Celebrating Selena Quintanilla,googledoodles,0,0,0,0,,,,,,,,,,
Last Week I Shot Zombies (And My Dog),DarkSquidge,90977,5510,45,632,,,,,,,,,,
This cat just realised that he's been neutered.. Wait for it \n\nNewsflare,World TV,49149,128,25,23,,,,,,,,,,
Fall Makeup Tutorial ft. PatrickStarrr | Ashley Tisdale,Ashley Tisdale,180338,12294,96,634,,,,,,,,,,
FREDDIE THE  LIZARD MOUSE â˜… THE AMAZING SPIDER MAN,RhysIfansHotStar,24065,57,6,36,,,,,,,,,,
I Failed,Daniel J. Layton,32550,2828,76,302,,,,,,,,,,
RZA Admits Russell Crow SPIT At AZEALIA BANKS During BREAKFAST CLUB Interview!,Hezakya Newz & Music,24198,43,24,97,,,,,,,,,,
KUWTK | Kourtney Kardashian Can't Escape Scott Disick's Drama! | E!,E! Entertainment,185978,614,119,30,,,,,,,,,,
Make Me White Again | Aqua Teen Hunger | Adult Swim,Adult Swim,345287,2330,63,362,,,,,,,,,,
CINDERELLA MAKEUP TRANSFORMATION | PatrickStarrr,PatrickStarrr,328309,22224,181,2046,,,,,,,,,,
Dana White Update on Conor McGregor - Tony Ferguson; Jon Jones Most Wasted Talent Ever,Skip2MyMMA,48948,148,40,110,,,,,,,,,,
My baby hears me for the first time and is almost moved to tears!,Christy Keane,2676481,8391,226,541,,,,,,,,,,
KRACK Attacks: Bypassing WPA2 against Android and Linux,Mathy Vanhoef,712028,6640,115,931,,,,,,,,,,
Young Dolph - While U Here,YoungDolphVEVO,858219,24629,481,1826,,,,,,,,,,
[BT21] Making of BT21 - EP.01,BT21,289352,41059,44,1594,,,,,,,,,,
EXCITED Dogs in Car Can't Stop Howling For The Park | The Dodo,The Dodo,98032,3009,60,229,,,,,,,,,,
PUBG | When you find the weapon first.,Elliott Hamilton,91757,2144,150,176,,,,,,,,,,
MIRANDA SINGS LISTICK CUPCAKES! #hatersbackoff - The Scran Line,The Scran Line,27921,1474,31,196,,,,,,,,,,
Star Trek: Discovery Clip (2017) First F-Bomb Ever,trojun74,26515,141,78,226,,,,,,,,,,
TAEMIN íƒœë¯¼ 'MOVE' #1 MV,SMTOWN,2204129,167017,1770,14802,,,,,,,,,,
FOX News Mocks Radiohead,Consequence of Sound,69490,163,643,313,,,,,,,,,,
Demi Lovato Plays With Puppies (While Answering Fan Questions),BuzzFeed Celeb,464499,20455,288,1175,,,,,,,,,,
WHERE IS MY CHEST? (Responding to Hate Comments),Amber Liu,508213,65571,98,10549,,,,,,,,,,
Alexandra Burke & Gorka Marquez Jive to 'Proud Mary' by Tina Turner - Strictly 2017,BBC Strictly Come Dancing,428310,3262,265,551,,,,,,,,,,
Watford 2-1 Arsenal | We've Run Out Of Paper For The Cracks! (DT Rant),ArsenalFanTV,858873,14384,963,2675,,,,,,,,,,
TWICE LIKEY TRAILER,jypentertainment,891458,73217,4900,5710,,,,,,,,,,
Time to F**k off Theresa!,Jonathan Pie,408401,17944,842,1815,,,,,,,,,,
South Park: The Fractured But Whole: Official Launch Trailer | Ubisoft [US],Ubisoft US,348167,1102,71,125,,,,,,,,,,
Surprise Classroom Visit | Harlem Globetrotters,Harlem Globetrotters,64859,479,8,27,,,,,,,,,,
The Cutest Guy in School,Sailor Moon Says,32025,311,20,104,,,,,,,,,,
Atletico Madrid vs Barcelona 1-1 - All Goals & Extended Highlights - La Liga 14/10/2017 HD,GOLAZO TV,2971268,10650,1191,2485,,,,,,,,,,
Damon Dash Harvey Weinstein (Advice to Women),Hip Hop Motivation,28678,837,20,258,,,,,,,,,,
Sabrina Claudio - Stand Still [Movement Visual],Sabrina Claudio,102447,8347,32,681,,,,,,,,,,
[MV] í•˜ì´ë¼ì´íŠ¸(Highlight) - ì–´ì©” ìˆ˜ ì—†ì§€ ë­ (Can Be Better),OFFICIAL HIGHLIGHT,824168,71199,321,4858,,,,,,,,,,
Jessica Chastain Harvey Weinstein & Courtney Love @ Sunset Tower Hotel in West Hollywood!,PopCandiesTv,415854,217,886,253,,,,,,,,,,
Harry Styles on going solo,CBS Sunday Morning,227413,9610,61,547,,,,,,,,,,
The Professionals - Rewind (Official Video),The Professionals,5926,92,1,16,,,,,,,,,,
FLASHBACK // Group Stage Eliminations (Worlds 2017),LoL Esports,139380,2164,61,362,,,,,,,,,,
"Why Weinstein Isn't A Hollywood Problem, It's A Men Problem - Some News",Cracked,278281,13545,4416,3996,,,,,,,,,,
Conan O'Brien Didn't Ask David Letterman For A Horse,The Late Show with Stephen Colbert,1745422,24770,494,1720,,,,,,,,,,
ZOELLA BEAUTY CHRISTMAS RANGE 2017 | SNOWELLA,MoreZoella,783573,47254,643,562,,,,,,,,,,
HIGHLIGHTS | Wolves 2-0 Aston Villa,Wolves,48236,631,32,133,,,,,,,,,,
LIVING WITH ACNE [trÄ…dzik],Kat Napiorkowska,23138,3604,21,198,,,,,,,,,,
P!nk: What About Us - SNL,Saturday Night Live,271072,4237,105,392,,,,,,,,,,
Troy Deeney  - Arsenal dont have nuts,TheFinalWhistle HD,219518,2012,133,504,,,,,,,,,,
BTOB(ë¹„íˆ¬ë¹„) - 'ê·¸ë¦¬ì›Œí•˜ë‹¤' Official Music Video,BTOB ë¹„íˆ¬ë¹„ (Official YouTube Channel),1331119,118230,734,12098,,,,,,,,,,
[M/V] SEVENTEEN(ì„¸ë¸í‹´) _ SVT VOCAL TEAM - 'ë°”ëžŒê°œë¹„',SEVENTEEN,1206605,122143,279,8634,,,,,,,,,,
Resumen de AtlÃ©tico de Madrid vs FC Barcelona (1-1),LaLiga Santander,624401,4184,397,405,,,,,,,,,,
Skrillex & Poo Bear - Would You Ever (Remix) - Drum Cover,Matt McGuire,113112,7170,41,648,,,,,,,,,,
The New Mutants | Official Trailer [HD] | 20th Century FOX,20th Century Fox,6734688,40168,6179,8179,,,,,,,,,,
Mutual Human Actuation (UIST 2017),HassoPlattnerInstitute HCI,28874,220,10,13,,,,,,,,,,
Emma Thompson: Harvey Weinstein 'top of harassment ladder' - BBC Newsnight,BBC Newsnight,930257,15133,1233,0,,,,,,,,,,
The Nerd Crew: Episode 6 - The Last Jedi Trailer 2 Reaction! And Justice League Breakdown,RedLetterMedia,370184,24855,659,4470,,,,,,,,,,
Keir Starmer Full Interview - Peston on Sunday,Peston on Sunday Official,10700,90,35,59,,,,,,,,,,
Bryan Cranston Got Caught Having Sex In A Tunnel In The Alps | The Graham Norton Show,The Graham Norton Show,597215,8593,126,258,,,,,,,,,,
I wish my mum was here,n1,10674,32,0,0,,,,,,,,,,
SNIPER TOWER BUILD (Fortnite Battle Royale),rhinocrunch,890662,35843,697,2093,,,,,,,,,,
Why Is Ayesha Curry Sending Pics of Her Feet to Steph Curry?,The Real Daytime,339926,1764,62,284,,,,,,,,,,
Sexiest Male Vocalist Riff-Off w/ Usher & Luke Evans,The Late Late Show with James Corden,2139466,46746,1139,3076,,,,,,,,,,
Making My Own Halloween Costume! I Tom Daley,Tom Daley,62526,2918,150,301,,,,,,,,,,
TiÃ«sto ft. Aloe Blacc & Stargate - Carry You Home (Official Video),TiÃ«sto,161946,8058,158,317,,,,,,,,,,
"'We Are One Voice' ft. Marc Anthony, Jennifer Lopez & Alex Rodriguez | SOMOÆ§ LIVE! | MTV",MTV,467429,11785,241,814,,,,,,,,,,
BATSHUAYI WAS AS MUCH USE AS A CONDOM WITH A HOLE IN IT SAYS LEWIS! || CRYSTAL PALACE 2-1 CHELSEA,100PercentChelsea,48356,761,167,398,,,,,,,,,,
Cheat Codes - Feels Great ft. Fetty Wap [Official Lyric Video],Cheat Codes,1039138,28998,379,804,,,,,,,,,,
BOXING INJURY UPDATE,Joe Weller,1362372,63356,11214,14086,,,,,,,,,,
MY 100 STEP SKINCARE ROUTINE FOR FLAWLESS SKIN!,Dina Tokio,175089,10087,259,1116,,,,,,,,,,
Liverpool 0-0 Manchester United - Jose Mourinho Full Post Match Press Conference - Premier League,BeanymanSports,80470,578,89,401,,,,,,,,,,
WHAT COLOUR IS THIS SHOE?,ThatcherJoeVlogs,560801,28876,396,2423,,,,,,,,,,
Imagine Dragons - Whatever It Takes,ImagineDragonsVEVO,15644493,677631,6257,29883,,,,,,,,,,
"Harvey Weinstein, Donald Trump and Systemic Sexism: A Closer Look",Late Night with Seth Meyers,2978289,37068,8160,7160,,,,,,,,,,
Why Photos of the Eiffel Tower at Night are Illegal,Half as Interesting,2956313,49747,5290,6609,,,,,,,,,,
P!nk's Son Cries Whenever She Sings,The Tonight Show Starring Jimmy Fallon,1037188,15066,300,535,,,,,,,,,,
Halloween Pumpkin Message Board,DaveHax,197294,4149,209,42,,,,,,,,,,
"GSP vs. Bisping: Threats, Cussing, Insults In Backstage Standoff | TMZ Sports",TMZSports,401128,2772,173,1977,,,,,,,,,,
John Legend - Penthouse Floor ft. Chance the Rapper,johnlegendVEVO,3461109,66598,2547,2242,,,,,,,,,,
The US Military's Most Powerful Gun,Real Engineering,749835,19006,587,1411,,,,,,,,,,
Get Ready With Us After A Night Out - Melanie Murphy & Jessie B,Jessie B,37809,1607,14,217,,,,,,,,,,
"Top Of Ultimate Retarded Drivers Fails, Extreme Driving Fails And Sounds October 2017",Pierdelier,62766,200,44,37,,,,,,,,,,
VLOG : DANCE MAT QUEENS ðŸ‘‘,Gabriella â™¡,186716,4760,152,282,,,,,,,,,,
Where Do Our Drugs Come From?,MinuteEarth,317951,11078,220,743,,,,,,,,,,
(WOW!) MALIGNAGGI REVEALS MCGREGOR FIGHT TALKS HAPPENING: AL HAYMON'S TALKING TO DANA WHITE,FightHype.com,37017,131,100,328,,,,,,,,,,
REUNITED AFTER 30 YEARS!,Life of Tom,275847,11125,294,1299,,,,,,,,,,
"Guns N' Roses Feat. PINK! - Patience (Msg, Nyc) 10.11.17 (P!NK)",markit aneight,902848,7027,521,716,,,,,,,,,,
Beck - Colors (Slime Visualizer),BeckVEVO,321199,6668,236,704,,,,,,,,,,
Everything Wrong With Friday the 13th Part 2,CinemaSins,1039099,24022,471,4013,,,,,,,,,,
FENTY BEAUTY REVIEW,pixiwoo,167416,6141,201,505,,,,,,,,,,
"ZARA, TOPSHOP, URBAN OUTFITTERS | Autumn Haul",Helen Anderson,77609,2833,75,75,,,,,,,,,,
Eminem Rips Donald Trump In BET Hip Hop Awards Freestyle Cypher,BETNetworks,34791283,1013785,191032,237693,,,,,,,,,,
Watford 2-1 Arsenal - Arsene Wenger Post Match Interview,MrBeanyman,11343,64,49,2,,,,,,,,,,
CARLIBYBELxMISSGUIDED FALL COLLECTION REVEAL!,Carli Bybel,1078511,40165,2365,6022,,,,,,,,,,
21 Savage - Nothin New (Official Music Video),21 Savage,9663147,317135,10792,26680,,,,,,,,,,
"Crystal Palace vs Chelsea 2-1 | Goals Azpi (OG) Bakayoko, Zaha | Highlights | Live Match Review!",CFC FANTV,12673,233,19,226,,,,,,,,,,
Rose Gold & Purple Smokey Eye | Jaclyn Hill,Jaclyn Hill,919883,47739,2038,4893,,,,,,,,,,
Lost Kings - First Love (Official Video) ft. Sabrina Carpenter,WeAreLostKingsVEVO,902434,58844,591,1598,,,,,,,,,,
Addressing the Rumours | Anna Saccone,Anna Saccone,581777,18313,490,568,,,,,,,,,,
John Carpenter's Halloween by Trent Reznor & Atticus Ross (Official Audio),Sacred Bones Records,675799,12458,433,1046,,,,,,,,,,
DJ Cummerbund - Hey Trump!,DJ Cummerbund,116648,1822,91,252,,,,,,,,,,
Emotional Groom Start Crying When He Sees Bride Walk Down Aisle!,Today`s Video,75772,193,19,31,,,,,,,,,,
FALLING IN LOVE WITH SANTORINI,EstÃ©e Lalonde,166490,6490,122,458,,,,,,,,,,
Hey Ya! - Walk off the Earth (Outkast Cover),Walk off the Earth,858093,44148,642,2047,,,,,,,,,,
Lazer Team 2 Official Teaser | Rooster Teeth,Rooster Teeth,286421,12310,719,1317,,,,,,,,,,
It (2017) - Nostalgia Critic,Channel Awesome,1446202,58022,3190,14274,,,,,,,,,,
VASSY & Afrojack feat. Oliver Rosa - LOST (Official Music Video),Armada Music,516876,4351,182,121,,,,,,,,,,
We Need To Talk About Alcohol | Teenage VS Twentysomething | Melanie Murphy & Jessie B,Melanie Murphy,67656,3316,39,528,,,,,,,,,,
Seth MacFarlane Calls Out Harvey Weinstein Back In 2013,Cracken News,3688652,24941,1131,4006,,,,,,,,,,
DxOMark Smartphone Ratings: Explained!,Marques Brownlee,1235041,73513,1053,5417,,,,,,,,,,
Star Wars: The Last Jedi Trailer (Official),Star Wars,32714551,674617,25022,76503,,,,,,,,,,
73 Questions With Daisy Ridley | Vogue,Vogue,2189889,55947,2168,7708,,,,,,,,,,
Gucci Mane - Enormous feat. Ty Dolla $ign [Official Audio],OfficialGucciMane,863700,17220,643,925,,,,,,,,,,
Kane Brown - What's Mine Is Yours,KaneBrownVEVO,741492,14101,415,314,,,,,,,,,,
Null + Void: Where I Wait feat. Dave Gahan,hfn music,116402,2890,50,108,,,,,,,,,,
THE HOUSE IS A MESS,MandevilleVlogs,5181,295,0,22,,,,,,,,,,
A$AP Ferg - Plain Jane (Official Video),asapfergVEVO,1815298,61129,546,2589,,,,,,,,,,
How to Make a Remote Hose Pipe Controller,colinfurze,766464,21882,1042,1610,,,,,,,,,,
KYLO REN REACTS to The Last Jedi Trailer,Auralnauts,237098,6273,116,736,,,,,,,,,,
Kris Wu - Deserve ft. Travis Scott (Official Audio),Kris Wu,1502174,75668,1160,6398,,,,,,,,,,
I TOLD MY MOM WHAT HAPPENED!,SACCONEJOLYs,215579,11476,152,532,,,,,,,,,,
Creepy Scarecrow Halloween Makeup Tutorial! DIY Costume,Chloe Morello,140729,13039,119,1410,,,,,,,,,,
Pochettino: Eriksen showed we are not the Harry Kane team,My Football Views,3558,30,10,6,,,,,,,,,,
Logan vs. Children of Men â€”Â The End is in the Beginning,Lessons from the Screenplay,178826,13158,71,1099,,,,,,,,,,
AminÃ© - Spice Girl,AmineVEVO,4922608,160598,3841,6727,,,,,,,,,,
WE PLAY BEAUTIFUL FOOTBALL | Gabriel Jesus Reaction | City 7-2 Stoke,Man City,44222,1355,8,151,,,,,,,,,,
SMOKEY MAKEUP LOOK feat CLAUDIA SCHIFFER,Lisa Eldridge,230166,10057,201,702,,,,,,,,,,
BATTLEGROUNDS The Movie! (Official Fake Trailer),nigahiga,3058901,201546,3491,17144,,,,,,,,,,
Why Die?,CGP Grey,2059228,94890,7494,16220,,,,,,,,,,
The History Of Jacksfilms (Feat. Jacksfilms) | A Brief History,FootofaFerret,477665,30670,207,1922,,,,,,,,,,
Taylor Swift - Gorgeous (Lyric Video),TaylorSwiftVEVO,10749279,507894,30685,60049,,,,,,,,,,
Why Age? Should We End Aging Forever?,Kurzgesagt â€“ In a Nutshell,2355515,115952,2010,19465,,,,,,,,,,
We Try Playing Grand Theft Auto 5 Without Breaking Any Laws,BuzzFeedBlue,2289911,34755,6613,5247,,,,,,,,,,
Krept & Konan - Ask Flipz (Official Video) ft. Stormzy,KreptandKonanVEVO,762868,32039,565,2254,,,,,,,,,,
COLLEGE KIDS REACT TO MARINA AND THE DIAMONDS,FBE,659337,32453,808,9591,,,,,,,,,,
Movie Spoilers | Anwar Jibawi,Anwar Jibawi,1650176,64979,1352,3339,,,,,,,,,,
DIY OUIJA NAIL ART *not clickbait* *actual nail art* *emergency*,Simply Nailogical,860129,67101,613,7372,,,,,,,,,,
Rick and Morty Cartoon Food Taste Test,Good Mythical Morning,1670765,46329,3758,8882,,,,,,,,,,
"DIY Halloween PIN-SPLOSION! PIZZA SKULLS, FINGER CANDLES, AND BEARS! OH MY",ThreadBanger,862898,44661,568,3811,,,,,,,,,,
MY GIRLFRIEND PICKS MY OUTFITS!,PewDiePie,2782178,170420,4991,23553,,,,,,,,,,
How To Waste $200 on Amazon...,Austin Evans,377089,14786,842,1182,,,,,,,,,,
TIME OUT IN A TREEHOUSE,MoreZoella,912468,45582,373,2359,,,,,,,,,,
CANDY CORN THEMED PIZZA w/ my Dad!,Rosanna Pansino,498656,23626,300,4659,,,,,,,,,,
Pink Addresses The Christina Aguilera Beef | Plead The Fifth | WWHL,Watch What Happens Live with Andy Cohen,584790,4129,411,851,,,,,,,,,,
Exotic Animals in Ancient Rome,Sam O'Nella Academy,581576,35626,522,3428,,,,,,,,,,
Academy Anecdotes (School Stories),TheOdd1sOut,3813883,188042,2838,39226,,,,,,,,,,
Penny Lancaster Bravely Shares Her Experience of Being Sexually Assaulted | Loose Women,Loose Women,120213,992,287,0,,,,,,,,,,
MY FAVOURITE AUTUMN COAT RIGHT NOW  | Lydia Elise Millen,Lydia Elise Millen,151208,4647,324,421,,,,,,,,,,
í•œêµ­ ëŒ€í•™êµ ì¶•ì œë¥¼ ì²˜ìŒ ê²½í—˜í•´ë³¸ ì˜êµ­ë‚¨ìž!!,ì˜êµ­ë‚¨ìž Korean Englishman,582456,13675,224,1776,,,,,,,,,,
Charlie Puth - How Long [Official Video],Charlie Puth,8611891,498991,5605,39000,,,,,,,,,,
"$10,000 DOG VS. $1 DOG",jacksfilms,2904147,191570,5567,16418,,,,,,,,,,
Sauces | Basics with Babish,Binging with Babish,928996,49391,445,4557,,,,,,,,,,
MY BRAND NEW SHOW!!,Liza Koshy,5373046,391972,2827,18529,,,,,,,,,,
"I Love You, Daddy Trailer #1 (2017) | Movieclips Indie",Movieclips Film Festivals & Indie Films,708934,5534,917,675,,,,,,,,,,
Conor McGregor uses homophobic slur at UFC Gdansk,Nick Baldwin,36220,15,82,107,,,,,,,,,,
I Dressed Like It Was 1987,Safiya Nygaard,2788433,149023,1508,18859,,,,,,,,,,
ERC round 2: Scarlets v Bath 1st half,Rugby4all 01,4429,24,3,10,,,,,,,,,,
Your Body Is Amazing Pt. 2,AsapSCIENCE,1271375,29161,1094,2399,,,,,,,,,,
Lonzo Ball vs Patrick Beverley CRAZY Beef Highlights (2017.10.19) - Calling Lonzo a B#tch,Real GD's Latest Highlights,1508403,5427,525,2871,,,,,,,,,,
Harry Potter Theory: How The Sorcerer's Stone Was Made (ft. Seamus Gorman),SuperCarlinBrothers,241218,11916,426,2743,,,,,,,,,,
My Dogs Try On Halloween Costumes,JennaMarbles,2784941,205658,2114,27775,,,,,,,,,,
Guy Sebastian Polishes A Musical Disaster,Hamish & Andy,106150,1598,40,146,,,,,,,,,,
Liam Payne - Bedroom Floor (Lyric Video),LiamPayneVEVO,1871158,181480,2292,10936,,,,,,,,,,
I GOT THIS FOR FREE?! MASSIVE PR HAUL | sophdoesnails,sophdoesnails,121749,7954,72,860,,,,,,,,,,
Marvel's The Punisher | Official Trailer 2 [HD] | Netflix,Netflix,1784288,44537,558,5128,,,,,,,,,,
If Halloween Costumes Were Equal,AnthonyPadilla,218281,23038,370,1827,,,,,,,,,,
What Will I Do AFTER I GRADUATE CAMBRIDGE UNIVERSITY?!,Ibz Mo,25276,2001,119,306,,,,,,,,,,
Sunday Picnic with EstÃ©e + Givenchy Bag GIVEAWAY!,Amelia Liana,73068,2106,87,220,,,,,,,,,,
DIY TAYLOR SWIFT #LWYMMD COSTUME // Grace Helbig,Grace Helbig,158487,11734,137,508,,,,,,,,,,
GETTING REVENGE ON MY COACHES!  *UGC?*,Nile Wilson,269876,9457,196,735,,,,,,,,,,
Patrick Beverley Has Strong Words For Lonzo Ball After Win vs Lakers | 10/19/2017 âœ”,Ball Don't Lie,1021294,7084,654,3036,,,,,,,,,,
The Walking Dead Riddim,NOW TV,33252,1224,116,135,,,,,,,,,,
Niall Horan - Flicker (Acoustic),NiallHoranVEVO,2340182,246150,639,17818,,,,,,,,,,
Chewy Salted Chocolate Caramels | Cupcake Jemma,CupcakeJemma,87939,4069,46,179,,,,,,,,,,
CONFRONTING MY FIRST LOVE,shane,3608903,332580,4174,39822,,,,,,,,,,
Hayley Kiyoko - Feelings [Official Video],Hayley Kiyoko,984958,96073,526,6321,,,,,,,,,,
Kevin De Bruyne loses his cool with David Silva and Fernandinho!,BT Sport,654220,6558,292,816,,,,,,,,,,
dvsn â€“ Mood (Official Music Video),dvsn,81673,2152,31,206,,,,,,,,,,
"Gabrielle Union Speaks About Masturbating at 5, Money Challenges W/ Dwyane Wade + Harvey Weinstein",SwaysUniverse,459396,1739,94,889,,,,,,,,,,
Joe Rogan Experience #1025 - Greg Fitzsimmons,PowerfulJRE,960144,10925,954,4561,,,,,,,,,,
George Michael - Fantasy (Official Video) ft. Nile Rodgers,georgemichaelVEVO,279383,4657,220,481,,,,,,,,,,
The Real Reason Taxes Suck (And Why They Don't Have To),CollegeHumor,1387886,40610,2275,5464,,,,,,,,,,
Blue Planet II Trailer 2 - BBC Earth,BBC Earth,88949,3804,22,348,,,,,,,,,,
Billy Joel Reveals Favorite Bruce Springsteen Song,Jimmy Kimmel Live,70165,376,5,37,,,,,,,,,,
Drugstore Makeup Tutorial | Trying NEW Makeup!,makeupbymichaelfinch,199096,9838,410,1097,,,,,,,,,,
31 LAST MINUTE DIY HALLOWEEN COSTUMES,Smosh,614268,25380,1476,1338,,,,,,,,,,
When The Curtain Falls | ANNOUNCEMENT,Carrie Hope Fletcher,113280,8209,90,917,,,,,,,,,,
Ellen Meets Las Vegas Survivors Jesus Campos and Stephen Schuck,TheEllenShow,831842,11408,6612,0,,,,,,,,,,
DANGEROUS Jungle Spider!,Brave Wilderness,1874297,46933,653,6019,,,,,,,,,,
Foo Fighters Under Pressure @ Colonial Life Arena 10/17/2017 (w/ Pierce Tracy Edge on drums),wpoteet,306471,864,7,41,,,,,,,,,,
How Mario Got His Mustache (and His Name!),Great Big Story,115862,4343,73,485,,,,,,,,,,
THE CRAZIEST TREEHOUSE TOUR!,PointlessBlogVlogs,681029,36972,442,448,,,,,,,,,,
Top 10 Clara Moments,HiHo Kids,89662,6650,46,555,,,,,,,,,,
